ID,Title,Artist Name,Completion Year,Image URL,Width,Height,Genres,Styles,Artist ID,Description,Location
57727444edc2cb3880cb7bf6,Mona Lisa,da Vinci Leonardo,1519.0,https://uploads5.wikiart.org/00475/images/leonardo-da-vinci/0000136308-og.JPG!Large.JPG,408,600,portrait,High Renaissance,57726d85edc2cb3880b48ccd,"One of the most iconic and recognizable paintings in the world is the [i]Mona Lisa[/i] (ca. 1503-1519) painted by Leonardo da Vinci. The unique appeal of the portrait lies in its enigmatic nature, Mona Lisa’s smile radiates mystery, sensuality and contentment. This was achieved through sfumato, Leonardo’s painting technique that softened the transition between colors. This depth and complexity of expression is the reason the [i]Mona Lisa[/i] is regarded as the pinnacle of portraiture. The interest in the portrait was further amplified by its mysterious history: the identity of the sitter, who commissioned the painting, how long Leonardo worked on the portrait and how it entered the French royal collection are all topics of scholarly debate. 

It is thought that the sitter was Lisa del Giocondo, the wife of a wealthy Florentine merchant Francesco del Giocondo. For this reason, the painting is sometimes called [i]La Gioconda[/i]. The earliest identification of the painting was provided by the Renaissance art historian [url href=https://www.wikiart.org/en/giorgio-vasari]Giorgio Vasari[/url]. In Vasari’s 1550 biography of Leonardo, he wrote about the magnificent portrait of Lisa del Giocondo, which Leonardo worked on between 1503 and 1506. Many were skeptical of Vasari’s account; however, a 2005 discovery at the University of Heidelberg provided compelling new evidence that confirms Vasari’s assertion. In a volume written by the ancient philosopher Cicero from 1477, there was a handwritten marginal by Leonardo’s contemporary, the secretary and assistant to Niccolò Machiavelli, Agostino Vespucci. In the note dated October 1503, Vespucci praises Leonardo’s skill by comparing him to the Greek and painter [url href=https://www.wikiart.org/en/apelles]Apelles[/url], and states that Leonardo is working on a portrait of Lisa del Giacondo.

The [i]Mona Lisa[/i] was the earliest example in Italian portraiture that portrayed the sitter in a half-length format. Leonardo presented a new artistic formula: the figure is shown at half-length sitting in armchair in front of a [i]loggia[/i] - a gallery or room with one or more open sides. The incorporation of the [i]loggia[/i] allowed Leonardo to present an imaginary landscape as the backdrop of the portrait. This significant innovation influenced Leonardo contemporaries: [url href=https://www.wikiart.org/en/raphael]Raphael[/url] adopted the composition and pose in his portrait [url href=https://www.wikiart.org/en/raphael/portrait-of-a-lady-with-a-unicorn-1506][i]Young Woman with Unicorn[/i][/url] (ca. 1506). Still it is important to note that Leonardo was indebted to Flemish portraiture of the second half of the 15th century, particularly the portraits of [url href=https://www.wikiart.org/en/hans-memling]Hans Memling[/url] such as [url href=https://www.wikiart.org/en/hans-memling/barbara-de-vlaenderberch-1475][i]Portrait of Barbara van Vlaendenbergh[/i][/url] (ca. 1470-1472) and [url href=https://www.wikiart.org/en/hans-memling/portrait-of-a-man-holding-a-coin-of-the-emperor-nero-1474][i]Man with a Roman coin[/i][/url] (ca. 1480).

Leonardo spent his final years in France, where his patron the King of France, Francis I, purchased [i]Mona Lisa[/i] for the royal French collection. From 1797, the portrait is on permanent display at the Louvre and is the crown jewel of the museum collection. On the morning of August 22 1911, Louvre employees were shocked to discover that the painting was stolen the previous night. Two years later, Louvre employee Vincenzo Peruggia was identified as the thief. Peruggia claimed his motives were patriotic: he believed Leonardo’s masterpiece belonged in Italy and was caught trying to sell the painting in Florence. After its discovery, the [i]Mona Lisa[/i] was exhibited throughout Italy before its celebratory return to the Louvre in 1914.",FlorenceItaly
5772716cedc2cb3880c1907f,The Starry Night,van Gogh Vincent ,1889.0,https://uploads3.wikiart.org/00475/images/vincent-van-gogh/the-starry-night-1889.jpg!Large.jpg,750,598,cloudscape,Post-Impressionism,57726d82edc2cb3880b486a0,"Van Gogh's night sky is a field of roiling energy. Below the exploding stars, the village is a place of quiet order. Connecting earth and sky is the flamelike cypress, a tree traditionally associated with graveyards and mourning. But death was not ominous for van Gogh. ""Looking at the stars always makes me dream,"" he said, ""Why, I ask myself, shouldn't the shining dots of the sky be as accessible as the black dots on the map of France? Just as we take the train to get to Tarascon or Rouen, we take death to reach a star.""
The artist wrote of his experience to his brother Theo: ""This morning I saw the country from my window a long time before sunrise, with nothing but the morning star, which looked very big."" This morning star, or Venus, may be the large white star just left of center in The Starry Night. The hamlet, on the other hand, is invented, and the church spire evokes van Gogh's native land, the Netherlands. The painting, like its daytime companion, The Olive Trees, is rooted in imagination and memory. Leaving behind the Impressionist doctrine of truth to nature in favor of restless feeling and intense color, as in this highly charged picture, van Gogh made his work a touchstone for all subsequent Expressionist painting.",Saint-rémy-de-provenceFrance
57727593edc2cb3880ceb255,"In Bed, The Kiss",Toulouse-Lautrec Henri de,1892.0,https://uploads8.wikiart.org/images/henri-de-toulouse-lautrec/in-bed-the-kiss-1892.jpg!Large.jpg,750,559,genre painting,Post-Impressionism,57726d86edc2cb3880b48f5d,"This captivating 1892 artwork, In Bed: The Kiss, by Toulouse-Lautrec features two women caught up in a passionate moment. In fact, the artist considers this painting as the epitome of pleasurable and sensual delight. The color scheme that he selected was brilliant with shades of red and yellow, which were subdued by grey, green and blue. This enchanting masterpiece expresses the tender love shared by the couple, as though they were fearful of being separated from each other.",
57726e7bedc2cb3880b7466a,The Birth of Venus,Botticelli Sandro ,1485.0,https://uploads6.wikiart.org/images/sandro-botticelli/the-birth-of-venus-1485(1).jpg!Large.jpg,750,500,mythological painting,Early Renaissance,57726d7dedc2cb3880b47c88,"[i]The Birth of Venus[/i], painted by Sandro Botticelli in the 1480s, is one of the most famous paintings in the world: it is a celebrated work of art and the high point of a visit to the Uffizi Gallery in Florence. It is also a commercial icon and a line mark of European Art.

The real subject of the painting and its meaning is a mystery under discussion. Over the centuries, many theories and interpretations have been developed, proving the complexity of this work of art. The composition of the painting is quite simple: in the center, there’s a figure of Venus, goddess of love, standing in a shell being washed up on a beach, blown there by two personifications of winds visible on the left, and welcomed by a maiden on the right. There is a contrast between the title of the work and what it represents: we do not see the moment of Venus’ birth. According to the myth, she was born from the foam of the sea, but the painting shows us the moment when she arrives on land. It is clear that the personifications of the winds are Zephyrus and Aura, one impetuous and the other moderate. But the figure of the girl is uncertain: she could be Spring, a subject dear to Botticelli, because her dress is full of flowers, or the personification of motherhood, or one of the Three Graces. She has branches of roses around her waist, and myrtle branches around her neck - sacred plants for Venus.

The painting is a masterpiece of linearity and harmonious design, clarity, and brightness of colors, which includes the use of gold in a lot of detail. We have to remember that the painting today is not as glorious it was initially. The colors were brighter, especially the greens of the trees, and the blue of the sky.

[i]The Birth of Venus[/i] is a work of extraordinary innovation, from many points of view. First, it is a representation of a nude woman: this kind of subject was restricted during the Medieval ages - the only exception was an image of Eve in the Garden of Eden. Botticielli produced the image of a beautiful naked woman, with a gaze that is remarkably in direct engagement with the viewer. Next, there is the news of the mythological theme that in the 1480s was absolutely a new type of painting. Botticelli obviously read classical texts before painting it: for example, the Roman writer Plinio made the description of the painting by the Greek artist [url href=https://www.wikiart.org/en/apelles]Apelles[/url] that showed Venus rising from the sea or a Homeric hymn that told about Zephyrus that blows his wind on Aphrodite. 

But not only the classical world was the source of Botticelli's work. He depicted the scene with a solemnity that recalls a religious rite; the disposition of the characters and their gestures remind representations of the Baptism of Christ, like [url href=https://www.wikiart.org/en/andrea-del-verrocchio/the-baptism-of-christ]that of Verrocchio[/url], which Botticelli had certainly seen. This iconographic analogy alludes, perhaps, to a thematic analogy between the mythical birth of the goddess from the sea and the Christian birth of the soul from the water of Baptism.

It is highly probable that the work was commissioned by a member of the Medici family (perhaps by Lorenzo di Pierfrancesco de' Medici, a major patron of Botticelli, under the influence of his cousin Lorenzo de' Medici, ""il Magnifico""), although there is nothing written about the painting before 1550, when [url href=https://www.wikiart.org/en/giorgio-vasari]Giorgio Vasari[/url] describes it in the Medici’s Villa of Castello, owned by the cadet branch of the Medici family since the mid-15th century. This hypothesis would seem to be born out by the orange trees in the painting, which are considered an emblem of the Medici dynasty, on account of the assonance between the family name and the name of the orange tree, which at the time was ‘[i]mala medica[/i]’.",
577271f9edc2cb3880c37dcd,The School of Athens,Raphael,1511.0,https://uploads6.wikiart.org/00475/images/raphael/1-xvkpn0qm3eiqpzivkggfea.jpg!Large.jpg,750,534,history painting,High Renaissance,57726d83edc2cb3880b487fe,"The School of Athens fresco, which is one of Raphael’s most famous works, was completed to decorate the Stanza della Segnatura commission by the Pope. The Stanza was the first set of rooms to be decorated, and this painting was the second in the set of paintings that adorn the walls. Although it was created for a grand room in the Vatican, nearly every one of the figures in the painting can be identified as a Greek philosopher, rather than a religious character. Raphael included the likeness of Michelangelo himself in the painting, as the philosopher Heraclitus. ",
5772722cedc2cb3880c42b1a,Camille Monet and a Child in the Artist’s Garden in Argenteuil,Monet Claude,1875.0,https://uploads0.wikiart.org/images/claude-monet/madame-monet-and-child(1).jpg!Large.jpg,710,600,portrait,Impressionism,57726d83edc2cb3880b488f1,"Camille, Monet's first wife, is shown with a child in the garden of their house in Argenteuil, near Paris, where they lived between 1872 and 1877. Today, Claude Monet is primarily known as a landscape painter, but in the beginning of his artistic career, he used to concentrate on portraits. No one else appeares in Monet's paintings as often as Camille. In those year, portraits of women were mostly ordered by bourgeois clients, but among progressive painters, the artistic structure became more important than the identity of the portrayed person. The masterly style, the lack of details, and the plainness of the colours led to a completely new directness of expression, independent of the facial gestures of the depicted person. In this picture, the shimmering reds, blues, greens, and white that capture the brilliance of a sun-drenched day are applied with many small brushstrokes, whose varied shapes create the different textures of flowers, grass, and clothing. Meanwhile, the features of the woman are completely indistinct.",
57726ee7edc2cb3880b8b06b,The Kiss,Klimt Gustav,1908.0,https://uploads7.wikiart.org/00142/images/57726d7eedc2cb3880b47e13/the-kiss-gustav-klimt-google-cultural-institute.jpg!Large.jpg,598,600,genre painting,Art Nouveau (Modern),57726d7eedc2cb3880b47e13,"The Kiss is probably Gustav Klimt’s most famous work. It is also the high point of the artist’s Gold Period, which was characterized by his use of gold leaf in his work. This painting is one in which Klimt deviated from his portrayal of dominant in women in the form of a femme fatale. Instead is the portrayal of love and art, a couple locked in a golden-flecked, flower-filled embrace. Klimt was a man with an unbridled sexual appetite, as he fathered at least 14 illegitimate children. It is rumored that Klimt and his longtime companion, Emile Floge, who was also said to be his lover, were the models of the painting, which was selected to be printed on the Austrian 100 euro coin, minted in 2003. ",
5772722aedc2cb3880c427ca,"Impressão, nascer do sol",Monet Claude,1872.0,https://uploads0.wikiart.org/00129/images/claude-monet/impression-sunrise.jpg!Large.jpg,750,582,cityscape,Impressionism,57726d83edc2cb3880b488f1,"When Impression, Sunrise hung at its first exhibition in 1874, art critic Louis Leroy derisively used the term “Impressionistic,” from the title of this painting, to describe Monet’s works. This term was quickly adopted by what were soon to be known as the Impressionist painters, and the exhibition which included other works by Impressionist artists, was from then on referred to as the “Impressionist Exhibition.” This painting was later stolen in 1985 from the Musee Marmottan Monet in Paris, but was recovered undamaged in 1990, and was put back on display at the museum in 1991. 

[u]Catalogue raisonné:[/u]
W263: Daniel Wildenstein, Catalogue raisonné Claude Monet, 1974.",
577272dcedc2cb3880c6a79b,Basket of Apples,Cezanne Paul,1895.0,https://uploads1.wikiart.org/images/paul-cezanne/still-life-with-bottle-and-apple-basket-1894.jpg!Large.jpg,750,592,still life,Post-Impressionism,57726d84edc2cb3880b48a5b,"This painting is most notable for the disjointment of perspective, as if the two sides of the painting were completed using two different points of view. The right side of the table is not in the same plane as the left side of the table, which was a stylized method used by Cezanne to incorporate the differences of viewpoint into an impressionistic still life. It was this technique that made it possible to bridge the gap between impressionists and cubism, which employed varying perspective and varying angles to depict subjects. As such, this still life is an example of the way in which Cezanne tried to deal with the complexities of visual perception. ",
57726f04edc2cb3880b939ba,The Luncheon on the Grass,Manet Edouard,1863.0,https://uploads6.wikiart.org/images/edouard-manet/the-luncheon-on-the-grass-1863.jpg!Large.jpg,750,591,genre painting,Realism,57726d7eedc2cb3880b47e5b,"The Luncheon in the Grass, with its depiction of a nude female with fully clothed men was a controversial piece when it was displayed at the Salon de Refuses in 1863. It was considered an affront to the times, not only because of the stark nudity of the woman in contrast to the men but also because Manet used familiar models for the figures in the painting. The nude woman is a combination of both his wife, Suzanne Leenhoff, and one of his other female models, Victorine Meurent. The men, on the other hand, are his brother, Eugene Manet, and his brother in law, Ferdinand Leenhoff. It was also considered controversial because it illustrated the rampant prostitution in Paris at the time, which was a taboo subject just to mention, much less display in an oversized canvas. ",ParisFrance
